,Unnamed: 0,Season,Name,Transfer Sum,From,FromCountry,FromLanguage,FromLanguageFamily,To,ToCountry,ToLanguage,ToLanguageFamily
217,217,13/14,Ivan Ivanov,"2,10 Mio. €",Partizan,Serbia,Serbian,Slavic,FC Basel,Switzerland,German,Germanic
218,218,13/14,Giovanni Sio,"2,00 Mio. €",VfL Wolfsburg,Germany,German,Germanic,FC Basel,Switzerland,German,Germanic
219,219,13/14,Behrang Safari,"1,00 Mio. €",RSC Anderlecht,Belgium,French,Romance,FC Basel,Switzerland,German,Germanic
220,220,13/14,Davide Callà,650 Tsd. €,FC Aarau,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
221,221,13/14,Mohamed Elneny,640 Tsd. €,El Mokawloon,Egypt,Arabic,Semitic,FC Basel,Switzerland,German,Germanic
222,222,13/14,Marek Suchy,,Spartak Moskau,Russia,Russian,Slavic,FC Basel,Switzerland,German,Germanic
223,223,13/14,Veljko Simic,225 Tsd. €,Roter Stern,Serbia,Serbian,Slavic,FC Basel,Switzerland,German,Germanic
224,224,13/14,Matías Delgado,ablösefrei,Al-Jazira,United Arab Emirates,Arabic,Semitic,FC Basel,Switzerland,German,Germanic
225,225,13/14,Fabian Ritter,-,FC Basel U21,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
226,226,13/14,Naser Aliji,-,FC Basel U21,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
227,227,13/14,Kwang-ryong Pak,Leih-Ende,FC Vaduz,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
228,228,13/14,Mohamed Salah,"16,50 Mio. €",FC Basel,Switzerland,German,Germanic,FC Chelsea,England,English,Germanic
229,229,13/14,Aleksandar Dragovic,"10,00 Mio. €",FC Basel,Switzerland,German,Germanic,Dynamo Kiew,Ukraine,Ukrainian,Slavic
230,230,13/14,Raúl Bobadilla,"1,50 Mio. €",FC Basel,Switzerland,German,Germanic,FC Augsburg,Germany,German,Germanic
231,231,13/14,Ju-ho Park,"1,15 Mio. €",FC Basel,Switzerland,German,Germanic,1.FSV Mainz 05,Germany,German,Germanic
232,232,13/14,Jacques Zoua,600 Tsd. €,FC Basel,Switzerland,German,Germanic,Hamburger SV,Germany,German,Germanic
233,233,13/14,Cabral,ablösefrei,FC Basel,Switzerland,German,Germanic,AFC Sunderland,England,English,Germanic
234,234,13/14,Gilles Yapi,ablösefrei,FC Basel,Switzerland,German,Germanic,Dubai CSC,United Arab Emirates,Arabic,Semitic
235,235,13/14,Marco Aratore,ablösefrei,FC Basel,Switzerland,German,Germanic,FC Winterthur,Switzerland,German,Germanic
236,236,13/14,Genséric Kusunga,ablösefrei,FC Basel,Switzerland,German,Germanic,Oldham Athletic,England,English,Germanic
237,237,13/14,Markus Steinhöfer,ablösefrei,FC Basel,Switzerland,German,Germanic,Betis Sevilla,Spain,Spanish,Romance
238,238,13/14,Stjepan Vuleta,Leihe,FC Basel,Switzerland,German,Germanic,FC Wacker,Austria,German,Germanic
239,239,13/14,Kwang-ryong Pak,Leihe,FC Basel,Switzerland,German,Germanic,FC Vaduz,Switzerland,German,Germanic
240,240,13/14,Simon Grether,Leihe,FC Basel,Switzerland,German,Germanic,FC Winterthur,Switzerland,German,Germanic
242,242,13/14,Pascal Schürpf,Leihe,FC Basel,Switzerland,German,Germanic,FC Vaduz,Switzerland,German,Germanic
243,243,13/14,Stephan Andrist,?,FC Basel,Switzerland,German,Germanic,FC Aarau,Switzerland,German,Germanic
244,244,13/14,Fabian Ritter,Leihe,FC Basel,Switzerland,German,Germanic,FC Winterthur,Switzerland,German,Germanic
245,245,13/14,Darko Jevtic,Leihe,FC Basel,Switzerland,German,Germanic,FC Wacker,Austria,German,Germanic
246,246,13/14,David Degen,-,FC Basel,Switzerland,German,Germanic,Karriereende,Karriereende,Karriereende,Karriereende
247,247,12/13,Marcelo Díaz,"3,40 Mio. €",U. de Chile,Chile,Spanish,Romance,FC Basel,Switzerland,German,Germanic
248,248,12/13,Raúl Bobadilla,"3,00 Mio. €",BSC Young Boys,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
249,249,12/13,Mohamed Salah,"2,50 Mio. €",El Mokawloon,Egypt,Arabic,Semitic,FC Basel,Switzerland,German,Germanic
250,250,12/13,Gastón Sauro,"1,15 Mio. €",Boca Juniors,Argentina,Spanish,Romance,FC Basel,Switzerland,German,Germanic
251,251,12/13,Geoffroy Serey Dié,"1,10 Mio. €",FC Sion,Switzerland,French,Romance,FC Basel,Switzerland,German,Germanic
252,252,12/13,David Degen,600 Tsd. €,BSC Young Boys,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
253,253,12/13,Endogan Adili,ablösefrei,Grasshoppers,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
254,254,12/13,Germano Vailati,ablösefrei,FC St. Gallen,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
255,255,12/13,Mohamed Elneny,Leihe,El Mokawloon,Egypt,Arabic,Semitic,FC Basel,Switzerland,German,Germanic
256,256,12/13,Fabian Schär,?,FC Wil 1900,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
257,257,12/13,Mirko Salvi,-,FC Basel U21,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
258,258,12/13,Simon Grether,-,FC Basel U21,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
259,259,12/13,Stjepan Vuleta,-,FC Basel U21,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
260,260,12/13,Pascal Schürpf,Leih-Ende,FC Aarau,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
261,261,12/13,Xherdan Shaqiri,"11,80 Mio. €",FC Basel,Switzerland,German,Germanic,Bayern München,Germany,German,Germanic
262,262,12/13,Granit Xhaka,"8,50 Mio. €",FC Basel,Switzerland,German,Germanic,Bor. M'gladbach,Germany,German,Germanic
263,263,12/13,Simon Grether,Leihe,FC Basel,Switzerland,German,Germanic,AC Bellinzona,Switzerland,Italian,Romance
264,264,12/13,Scott Chipperfield,ablösefrei,FC Basel,Switzerland,German,Germanic,FC Aesch,Switzerland,German,Germanic
265,265,12/13,Marcel Herzog,ablösefrei,FC Basel,Switzerland,German,Germanic,FC St. Gallen,Switzerland,German,Germanic
266,266,12/13,David Abraham,ablösefrei,FC Basel,Switzerland,German,Germanic,FC Getafe,Spain,Spanish,Romance
267,267,12/13,Fwayo Tembo,ablösefrei,FC Basel,Switzerland,German,Germanic,AFC Astra,Romania,Romanian,Romance
268,268,12/13,Radoslav Kovac,?,FC Basel,Switzerland,German,Germanic,Slovan Liberec,Czech Republic,Czech,Slavic
269,269,12/13,Kwang-ryong Pak,Leihe,FC Basel,Switzerland,German,Germanic,AC Bellinzona,Switzerland,Italian,Romance
270,270,12/13,Marco Aratore,Leihe,FC Basel,Switzerland,German,Germanic,FC Winterthur,Switzerland,German,Germanic
271,271,12/13,Pascal Schürpf,Leihe,FC Basel,Switzerland,German,Germanic,AC Bellinzona,Switzerland,Italian,Romance
272,272,12/13,Stjepan Vuleta,Leihe,FC Basel,Switzerland,German,Germanic,FC Wil 1900,Switzerland,German,Germanic
273,273,12/13,Genséric Kusunga,Leihe,FC Basel,Switzerland,German,Germanic,Servette FC,Switzerland,French,Romance
274,274,12/13,Stephan Andrist,Leihe,FC Basel,Switzerland,German,Germanic,FC Luzern,Switzerland,German,Germanic
275,275,12/13,Alex Frei,-,FC Basel,Switzerland,German,Germanic,Karriereende,Karriereende,Karriereende,Karriereende
276,276,12/13,Benjamin Huggel,-,FC Basel,Switzerland,German,Germanic,Karriereende,Karriereende,Karriereende,Karriereende
277,277,11/12,Radoslav Kovac,500 Tsd. €,West Ham Utd.,England,English,Germanic,FC Basel,Switzerland,German,Germanic
278,278,11/12,Stephan Andrist,240 Tsd. €,FC Thun,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
279,279,11/12,Kay Voser,ablösefrei,Grasshoppers,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
280,280,11/12,Marcel Herzog,ablösefrei,MSV Duisburg,Germany,German,Germanic,FC Basel,Switzerland,German,Germanic
281,281,11/12,Ju-ho Park,?,Júbilo Iwata,Japan,Japanese,Japonic,FC Basel,Switzerland,German,Germanic
282,282,11/12,Kwang-ryong Pak,?,FC Wil 1900,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
283,283,11/12,Darko Jevtic,-,FC Basel U21,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
284,284,11/12,Arlind Ajeti,-,FC Basel U21,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
285,285,11/12,Philipp Degen,-,Vereinslos,Vereinslos,Vereinslos,Vereinslos,FC Basel,Switzerland,German,Germanic
286,286,11/12,Sandro Wieser,"1,00 Mio. €",FC Basel,Switzerland,German,Germanic,TSG Hoffenheim,Germany,German,Germanic
287,287,11/12,Fwayo Tembo,Leihe,FC Basel,Switzerland,German,Germanic,ES Sahel,Tunisia,French,Romance
288,288,11/12,Beg Ferati,ablösefrei,FC Basel,Switzerland,German,Germanic,SC Freiburg,Germany,German,Germanic
289,289,11/12,Franco Costanzo,ablösefrei,FC Basel,Switzerland,German,Germanic,Olymp. Piräus,Greece,Greek,Hellenic
290,290,11/12,Behrang Safari,ablösefrei,FC Basel,Switzerland,German,Germanic,RSC Anderlecht,Belgium,French,Romance
291,291,11/12,Matthias Baron,ablösefrei,FC Basel,Switzerland,German,Germanic,FC Vaduz,Switzerland,German,Germanic
292,292,11/12,Dominik Ritter,ablösefrei,FC Basel,Switzerland,German,Germanic,FC Winterthur,Switzerland,German,Germanic
293,293,11/12,Daniel Unal,ablösefrei,FC Basel,Switzerland,German,Germanic,FC Locarno,Switzerland,Italian,Romance
294,294,11/12,Cagdas Atan,ablösefrei,FC Basel,Switzerland,German,Germanic,Mersin IY,Turkey,Turkish,Turkic
295,295,11/12,Pascal Schürpf,,FC Basel,Switzerland,German,Germanic,FC Aarau,Switzerland,German,Germanic
296,296,11/12,Taulant Xhaka,Leihe,FC Basel,Switzerland,German,Germanic,Grasshoppers,Switzerland,German,Germanic
297,297,11/12,Orhan Mustafi,?,FC Basel,Switzerland,German,Germanic,Grasshoppers,Switzerland,German,Germanic
298,298,11/12,Massimo Colomba,-,FC Basel,Switzerland,German,Germanic,Karriereende,Karriereende,Karriereende,Karriereende
299,299,20/21,Fidan Aliti,,Kalmar FF,Sweden,Swedish,Germanic,FC Zürich,Switzerland,German,Germanic
300,300,20/21,Wilfried Gnonto,ablösefrei,Inter U19,Italy,Italian,Romance,FC Zürich,Switzerland,German,Germanic
301,301,20/21,Zivko Kostadinovic,ablösefrei,FC Wil 1900,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
302,302,20/21,Tobias Schättin,ablösefrei,FC Winterthur,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
303,303,20/21,Lasse Sobiech,Leihe,1.FC Köln,Germany,German,Germanic,FC Zürich,Switzerland,German,Germanic
304,304,20/21,Ousmane Doumbia,?,FC Winterthur,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
305,305,20/21,Novem Baumann,-,FC Zürich U21,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
306,306,20/21,Stephan Seiler,-,FC Zürich U21,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
307,307,20/21,Silvan Wallner,-,FC Zürich U21,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
308,308,20/21,Simon Sohm,"6,50 Mio. €",FC Zürich,Switzerland,German,Germanic,Parma Calcio,Italy,Italian,Romance
309,309,20/21,Kevin Rüegg,"2,00 Mio. €",FC Zürich,Switzerland,German,Germanic,Hellas Verona,Italy,Italian,Romance
310,310,20/21,Sangoné Sarr,ablösefrei,FC Zürich,Switzerland,German,Germanic,FC Schaffhausen,Switzerland,German,Germanic
311,311,20/21,Osman Hadzikic,ablösefrei,FC Zürich,Switzerland,German,Germanic,Admira Wacker,Austria,German,Germanic
312,312,20/21,Mimoun Mahi,ablösefrei,FC Zürich,Switzerland,German,Germanic,FC Utrecht,Netherlands,Dutch,Germanic
313,313,20/21,Michael Kempter,ablösefrei,FC Zürich,Switzerland,German,Germanic,Xamax,Switzerland,French,Romance
314,314,20/21,Ilan Sauter,Leihe,FC Zürich,Switzerland,German,Germanic,FC Wil 1900,Switzerland,German,Germanic
315,315,20/21,Izer Aliu,Leihe,FC Zürich,Switzerland,German,Germanic,SC Kriens,Switzerland,German,Germanic
316,316,20/21,Maren Haile-Selassie,Leihe,FC Zürich,Switzerland,German,Germanic,FC Wil 1900,Switzerland,German,Germanic
317,317,20/21,Albin Sadrijaj,?,FC Zürich,Switzerland,German,Germanic,SC Kriens,Switzerland,German,Germanic
318,318,20/21,Lindrit Kamberi,Leihe,FC Zürich,Switzerland,German,Germanic,FC Winterthur,Switzerland,German,Germanic
319,319,20/21,Lavdim Zumberi,?,FC Zürich,Switzerland,German,Germanic,FC Wil 1900,Switzerland,German,Germanic
320,320,20/21,Yann Kasai,-,FC Zürich,Switzerland,German,Germanic,Vereinslos,Vereinslos,Vereinslos,Vereinslos
321,321,20/21,Yassin Maouche,-,FC Zürich,Switzerland,German,Germanic,Vereinslos,Vereinslos,Vereinslos,Vereinslos
322,322,20/21,Pa Modou,-,FC Zürich,Switzerland,German,Germanic,Vereinslos,Vereinslos,Vereinslos,Vereinslos
323,323,20/21,Andris Vanins,-,FC Zürich,Switzerland,German,Germanic,Karriereende,Karriereende,Karriereende,Karriereende
324,324,19/20,Aiyegun Tosin,450 Tsd. €,FK Ventspils,Latvia,Latvian,Baltic,FC Zürich,Switzerland,German,Germanic
325,325,19/20,Nathan,ablösefrei,Palmeiras,Brazil,Portuguese,Romance,FC Zürich,Switzerland,German,Germanic
326,326,19/20,Vasilije Janjicic,ablösefrei,Hamburger SV,Germany,German,Germanic,FC Zürich,Switzerland,German,Germanic
327,327,19/20,Mimoun Mahi,ablösefrei,FC Groningen,Netherlands,Dutch,Germanic,FC Zürich,Switzerland,German,Germanic
328,328,19/20,Blaz Kramer,ablösefrei,Wolfsburg II,Germany,German,Germanic,FC Zürich,Switzerland,German,Germanic
329,329,19/20,Denis Popovic,ablösefrei,FK Orenburg,Russia,Russian,Slavic,FC Zürich,Switzerland,German,Germanic
330,330,19/20,Willie Britto,ablösefrei,AS Tanda,Ivory Coast,French,Romance,FC Zürich,Switzerland,German,Germanic
331,331,19/20,Mads Pedersen,Leihe,FC Augsburg,Germany,German,Germanic,FC Zürich,Switzerland,German,Germanic
332,332,19/20,Nils Reichmuth,-,FC Zürich U18,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
333,333,19/20,Lindrit Kamberi,Leih-Ende,FC Wil 1900,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
334,334,19/20,Fabian Rohner,Leih-Ende,FC Wil 1900,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
335,335,19/20,Kedus Haile-Selassie,-,FC Zürich U18,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
336,336,19/20,Izer Aliu,Leih-Ende,FC Chiasso,Switzerland,Italian,Romance,FC Zürich,Switzerland,German,Germanic
337,337,19/20,Albin Sadrijaj,Leih-Ende,SC Kriens,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
338,338,19/20,Henri Koide,-,FC Zürich U21,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
339,339,19/20,Pa Modou,-,Vereinslos,Vereinslos,Vereinslos,Vereinslos,FC Zürich,Switzerland,German,Germanic
340,340,19/20,Yann Fillion,Leih-Ende,Toronto FC II,Canada,English,Germanic,FC Zürich,Switzerland,German,Germanic
341,341,19/20,Stephen Odey,"3,50 Mio. €",FC Zürich,Switzerland,German,Germanic,KRC Genk ,Belgium,French,Romance
342,342,19/20,Yann Fillion,ablösefrei,FC Zürich,Switzerland,German,Germanic,Ekenäs IF,Finland,Finnish,Finnic
343,343,19/20,Lindrit Kamberi,Leihe,FC Zürich,Switzerland,German,Germanic,FC Wil 1900,Switzerland,German,Germanic
344,344,19/20,Kilian Pagliuca,ablösefrei,FC Zürich,Switzerland,German,Germanic,Carl Zeiss Jena,Germany,German,Germanic
345,345,19/20,Denis Popovic,ablösefrei,FC Zürich,Switzerland,German,Germanic,KS Samara,Russia,Russian,Slavic
346,346,19/20,Salim Khelifi,Leihe,FC Zürich,Switzerland,German,Germanic,Holstein Kiel,Germany,German,Germanic
347,347,19/20,Fabian Rohner,Leihe,FC Zürich,Switzerland,German,Germanic,FC Wil 1900,Switzerland,German,Germanic
348,348,19/20,Osman Hadzikic,Leihe,FC Zürich,Switzerland,German,Germanic,Inter Zapresic,Croatia,Croatian,Slavic
349,349,19/20,Hakim Guenouche,?,FC Zürich,Switzerland,German,Germanic,KFC Uerdingen,Germany,German,Germanic
350,350,19/20,Andreas Maxsö,?,FC Zürich,Switzerland,German,Germanic,KFC Uerdingen,Germany,German,Germanic
351,351,19/20,Assan Ceesay,Leihe,FC Zürich,Switzerland,German,Germanic,VfL Osnabrück,Germany,German,Germanic
352,352,19/20,Bledian Krasniqi,Leihe,FC Zürich,Switzerland,German,Germanic,FC Wil 1900,Switzerland,German,Germanic
353,353,19/20,Izer Aliu,Leihe,FC Zürich,Switzerland,German,Germanic,FC Chiasso,Switzerland,Italian,Romance
354,354,19/20,Maren Haile-Selassie,Leihe,FC Zürich,Switzerland,German,Germanic,Xamax,Switzerland,French,Romance
355,355,19/20,Pa Modou,-,FC Zürich,Switzerland,German,Germanic,Vereinslos,Vereinslos,Vereinslos,Vereinslos
356,356,19/20,Alain Nef,-,FC Zürich,Switzerland,German,Germanic,Karriereende,Karriereende,Karriereende,Karriereende
357,357,18/19,Assan Ceesay,"1,80 Mio. €",FC Lugano,Switzerland,Italian,Romance,FC Zürich,Switzerland,German,Germanic
358,358,18/19,Benjamin Kololli,900 Tsd. €,Lausanne-Sport,Switzerland,French,Romance,FC Zürich,Switzerland,German,Germanic
359,359,18/19,Levan Kharabadze,,Dinamo Tiflis,Georgia,Georgian,South Caucasian,FC Zürich,Switzerland,German,Germanic
360,360,18/19,Grégory Sertic,Leihe,Ol. Marseille,France,French,Romance,FC Zürich,Switzerland,German,Germanic
361,361,18/19,Andreas Maxsö,ablösefrei,Osmanlispor,Turkey,Turkish,Turkic,FC Zürich,Switzerland,German,Germanic
362,362,18/19,Becir Omeragic,ablösefrei,Servette U18,Switzerland,French,Romance,FC Zürich,Switzerland,German,Germanic
363,363,18/19,Hekuran Kryeziu,ablösefrei,FC Luzern,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
364,364,18/19,Salim Khelifi,ablösefrei,E. Braunschweig,Germany,German,Germanic,FC Zürich,Switzerland,German,Germanic
365,365,18/19,Hakim Guenouche,?,AS Nancy U19,France,French,Romance,FC Zürich,Switzerland,German,Germanic
366,366,18/19,Yann Kasai,?,BSC YB U21,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
367,367,18/19,Salah Aziz Binous,Leihe,FC Lugano,Switzerland,Italian,Romance,FC Zürich,Switzerland,German,Germanic
368,368,18/19,Toni Domgjoni,-,FC Zürich U21,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
369,369,18/19,Izer Aliu,-,FC Zürich U21,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
370,370,18/19,Lavdrim Rexhepi,-,FC Zürich U21,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
371,371,18/19,Lavdim Zumberi,-,FC Zürich U21,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
372,372,18/19,Simon Sohm,-,FC Zürich U18,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
373,373,18/19,Bledian Krasniqi,-,FC Zürich U18,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
374,374,18/19,Osman Hadzikic,-,Vereinslos,Vereinslos,Vereinslos,Vereinslos,FC Zürich,Switzerland,German,Germanic
375,375,18/19,Lindrit Kamberi,-,FC Zürich U21,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
376,376,18/19,Ilan Sauter,-,FC Zürich U18,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
377,377,18/19,Joel Untersee,Leihe,FC Empoli,Italy,Italian,Romance,FC Zürich,Switzerland,German,Germanic
378,378,18/19,Yann Fillion,Leih-Ende,FC Aarau,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
379,379,18/19,Raphael Dwamena,"6,20 Mio. €",FC Zürich,Switzerland,German,Germanic,UD Levante,Spain,Spanish,Romance
380,380,18/19,Michael Frey,"2,64 Mio. €",FC Zürich,Switzerland,German,Germanic,Fenerbahce,Turkey,Turkish,Turkic
381,381,18/19,Victor Pálsson,300 Tsd. €,FC Zürich,Switzerland,German,Germanic,SV Darmstadt 98,Germany,German,Germanic
382,382,18/19,Rasmus Thelander,250 Tsd. €,FC Zürich,Switzerland,German,Germanic,Vitesse Arnheim,Netherlands,Dutch,Germanic
383,383,18/19,Kilian Pagliuca,Leihe,FC Zürich,Switzerland,German,Germanic,Hallescher FC,Germany,German,Germanic
384,384,18/19,Yann Fillion,Leihe,FC Zürich,Switzerland,German,Germanic,Toronto FC II,Canada,English,Germanic
385,385,18/19,Cédric Brunner,ablösefrei,FC Zürich,Switzerland,German,Germanic,Arm. Bielefeld,Germany,German,Germanic
386,386,18/19,Gilles Yapi,ablösefrei,FC Zürich,Switzerland,German,Germanic,FC Basel U21,Switzerland,German,Germanic
387,387,18/19,Albin Sadrijaj,Leihe,FC Zürich,Switzerland,German,Germanic,SC Kriens,Switzerland,German,Germanic
388,388,18/19,Nicolas Stettler,?,FC Zürich,Switzerland,German,Germanic,FC Winterthur,Switzerland,German,Germanic
389,389,18/19,Roberto Rodriguez,?,FC Zürich,Switzerland,German,Germanic,KFC Uerdingen,Germany,German,Germanic
390,390,18/19,Sangoné Sarr,Leihe,FC Zürich,Switzerland,German,Germanic,Rapperswil-Jona,Switzerland,German,Germanic
391,391,18/19,Armin Alesevic,-,FC Zürich,Switzerland,German,Germanic,FC Zürich U21,Switzerland,German,Germanic
392,392,18/19,Yann Fillion,Leihe,FC Zürich,Switzerland,German,Germanic,FC Aarau,Switzerland,German,Germanic
393,393,18/19,Marvin Graf,-,FC Zürich,Switzerland,German,Germanic,FC Zürich U21,Switzerland,German,Germanic
394,394,18/19,Novem Baumann,-,FC Zürich,Switzerland,German,Germanic,FC Zürich U21,Switzerland,German,Germanic
395,395,18/19,Lavdrim Rexhepi,Leihe,FC Zürich,Switzerland,German,Germanic,Rapperswil-Jona,Switzerland,German,Germanic
396,396,18/19,Maren Haile-Selassie,Leihe,FC Zürich,Switzerland,German,Germanic,Rapperswil-Jona,Switzerland,German,Germanic
397,397,17/18,Michael Frey,400 Tsd. €,BSC Young Boys,Switzerland,German,Germanic,FC Zürich,Switzerland,German,Germanic
398,398,17/18,Stephen Odey,400 Tsd. €,MFM FC,Nigeria,English,Germanic,FC Zürich,Switzerland,German,Germanic
